,spanish,french,chineese,italian,german
22,"Hola, somos 2 hermanas y un hermano, mi hermano a la edad de 24 años se detecta con Catract, sin embargo, es leve, por lo que no se requiere operación, pero el médico dijo que hay posibilidades de que tenga esto desde el nacimiento, sin embargo, solo de los últimos 15 años tuvo un poco de visión borrosa y En toda mi familia, mamá y papá dijeron que nadie ha tenido un trago de nacimiento, somos una familia grande, mi grapa tenía 7 hermanos y 2 hermanas nadie de su familia ni mi madre tiene un trago de nacimiento o incluso a temprana edad, mi preocupación es si Estoy embarazada, ¿mis hijos tendrán algún problema como este? Tengo mi hermana, mamá, papá, todos tenemos los ojos revisados ​​w","Bonjour, nous sommes 2 sœurs et un frère. Mon frère à 24 ans est diagnostiqué avec une cataracte. Cependant, elle est légère, donc une opération n'est pas nécessaire. Mais le médecin a dit qu'il y avait des chances qu'il en soit atteint dès la naissance. Cependant, seulement au cours des 15 dernières années, il avait une vision un peu floue. Dans toute ma famille, maman et papa ont dit que personne n'avait eu de cataracte dès la naissance. Nous sommes une grande famille. Mon grand-père avait 7 frères et 2 sœurs. Personne de sa famille ou de ma mère n'a eu de cataracte dès la naissance ou même à un âge précoce. Ma préoccupation est de savoir si si je suis enceinte, mes enfants auront un problème comme celui-ci. Ma sœur, maman et papa, nous avons tous fait examiner nos yeux.",嗨，我们有两个姐姐和一个弟弟，我弟弟在 24 岁时被诊断出患有白内障，但病情较轻，所以不需要手术，但医生说他有可能从出生就患有白内障，但只是在过去 15 年里，他的视力有点模糊，我整个家族中，妈妈和爸爸说没有人从出生就患有白内障，我们是一个大家族，我的奶奶有 7 个兄弟和 2 个姐妹，他们家族中没有人或我的妈妈从出生甚至在很小的时候就患有白内障，我担心的是，如果我怀孕了，我的孩子会不会也出现这样的问题，我和姐姐妈妈爸爸，我们都检查了眼睛,"ciao siamo due sorelle e un fratello a mio fratello all'età di 24 anni è stata diagnosticata la cataratta, tuttavia è lieve quindi non è necessaria un'operazione ma il dottore ha detto che ci sono possibilità che ce l'abbia dalla nascita, tuttavia solo negli ultimi 15 anni ha avuto una visione leggermente offuscata e in tutta la mia famiglia mamma e papà hanno detto che nessuno ha avuto la cataratta dalla nascita siamo una famiglia numerosa mio nonno aveva 7 fratelli e 2 sorelle nessuno della loro famiglia o mia madre ha la cataratta dalla nascita o anche in giovane età la mia preoccupazione è se sono incinta i miei figli avranno problemi come questo io e mia sorella mamma e papà abbiamo tutti fatto controllare gli occhi w","hallo, wir sind 2 Schwestern und ein Bruder. Bei meinem Bruder wurde im Alter von 24 Jahren Katarakt festgestellt. Es ist jedoch nur eine leichte Erkrankung, sodass keine Operation erforderlich ist. Der Arzt sagte jedoch, es bestehe die Möglichkeit, dass er dies von Geburt an hat. Allerdings hat er erst seit 15 Jahren ein wenig verschwommene Sicht. In meiner gesamten Familie sagten Mama und Papa, dass niemand von Geburt an Katarakt hat. Wir sind eine große Familie. Mein Opa hatte 7 Brüder und 2 Schwestern. Niemand aus ihrer Familie oder meiner Mutter hat Katarakt von Geburt an oder sogar in jungen Jahren. Meine Sorge ist, ob meine Kinder, wenn ich schwanger bin, ein ähnliches Problem haben werden. Ich und meine Schwester, Mama, Papa, wir haben alle unsere Augen untersuchen lassen."
23,"Me he sometido a un reemplazo total de cadera de mis dos Jonts de cadera en 1977 Proceso de Charnley Mi articulación izquierda está completamente usada, ya que es segura y efectiva es una cirugía de revisión, obtengo una articulación sin cemento.","j'ai subi un remplacement total de la hanche de mes deux articulations de la hanche en 1977, processus de Charnley, mon articulation gauche est complètement usée. Dans quelle mesure la chirurgie de révision est-elle sûre et efficace ? Puis-je obtenir une articulation sans ciment ? J'ai 66 ans. Une réponse rapide à ma question sera très appréciée.",我于 1977 年接受了双侧髋关节置换术，我的左髋关节已经完全磨损，修复手术的安全性和有效性如何，我可以安装无骨水泥关节吗？我今年 66 岁，如能尽早回复我的问题，我将不胜感激,"ho subito la sostituzione totale dell'anca di entrambe le articolazioni dell'anca nel 1977, il processo di Charnley, la mia articolazione sinistra è completamente usurata. Quanto è sicura ed efficace la chirurgia di revisione? Posso ottenere un'articolazione senza cemento? Ho 66 anni. Una risposta tempestiva alla mia richiesta sarà molto apprezzata.",ich habe 1977 eine totale Hüftgelenkersatzoperation beider Hüftgelenke durch den Charnley-Prozess hinter mir. Mein linkes Gelenk ist völlig abgenutzt. Wie sicher und wirksam ist eine Revisionsoperation? Kann ich ein zementfreies Gelenk bekommen? Ich bin 66 Jahre alt. Eine baldige Antwort auf meine Anfrage wäre sehr willkommen.
24,"He observado la pérdida de cabello en las extremidades inferiores en los hombres, ¿esta mala circulación sanguínea?",j'ai observé une perte de cheveux sur les membres inférieurs chez les hommes. S'agit-il d'une mauvaise circulation sanguine ? Des conseils ?,我观察到男性下肢脱发，这是血液循环不良吗？有什么建议吗,"ho osservato la caduta dei capelli sulle estremità inferiori nei maschi, è una cattiva circolazione sanguigna, avete qualche consiglio?",Ich habe Haarausfall an den unteren Extremitäten bei Männern beobachtet. Ist das eine schlechte Durchblutung? Irgendwelche Ratschläge?
25,mi hijo de 5 años tiene ganglisidosis gm 1 estamos buscando un medicamento que pueda ayudarlo o al menos pueda prolongar la vida. recibe miglusitat durante 1 semana. ¿nos pueden ayudar o simplemente enviar alguna información? Estaríamos muy agradecidos.,mon fils de cinq ans a une gangliside GM 1 nous recherchons un médicament qui pourrait l'aider ou au moins pourrait prolonger sa vie il reçoit du miglusitat pendant 1 semaine pouvez-vous nous aider ou simplement envoyer des informations nous vous en serions très reconnaissants,我儿子五岁了，患有神经节苷脂 1，我们正在寻找一种可以帮助他或至少可以延长生命的药物，他服用米格鲁西他 1 周，你能帮助我们吗，或者只是发送一些信息，我们将非常感激,mio figlio di cinque anni ha gangliside gm 1 stiamo cercando un farmaco che possa aiutarlo o almeno che possa prolungargli la vita prende miglusitat per 1 settimana potete aiutarci o semplicemente inviarci qualche informazione ve ne saremmo molto grati,"mein fünfjähriger Sohn hat Ganglisidose GM 1. Wir suchen nach einem Medikament, das ihm helfen oder zumindest sein Leben verlängern könnte. Er bekommt seit einer Woche Miglusitat. Können Sie uns helfen oder einfach nur einige Informationen schicken? Wir wären sehr dankbar."
26,"Me gustaría entrevistar a alguien por correo electrónico para obtener información sobre el trastorno de ansiedad generalizada para un proyecto de boletín en mi clase de psicología anormal en la ubicación, muchas gracias.",j'aimerais interviewer quelqu'un par email afin d'obtenir des informations sur le trouble d'anxiété généralisée pour un projet de newsletter dans mon cours de psychologie anormale à l'emplacement merci beaucoup,我想通过电子邮件采访某人，以便获得有关广泛性焦虑症的信息，用于我所在位置的异常心理学课程的时事通讯项目，非常感谢,vorrei intervistare qualcuno via email per ottenere informazioni sul disturbo d'ansia generalizzato per un progetto di newsletter nel mio corso di psicologia anormale presso la sede Grazie mille,"ich möchte jemanden per E-Mail interviewen, um Informationen über generalisierte Angststörung für ein Newsletter-Projekt in meinem Kurs für abnormale Psychologie am Standort zu erhalten. Vielen Dank"
27,Necesito información sobre Folgard OS I estoy en EE. UU. Pero eso no figuraba como una elección de países,j'ai besoin d'informations sur folgard os je suis aux États-Unis mais cela n'était pas répertorié comme un choix de pays,需要有关 folgard os 的信息，我在美国，但该国没有列为国家选择,ho bisogno di informazioni su folgard os mi trovo negli USA ma non è elencato come una scelta di paesi,"brauche Informationen über Folgard OS. Ich bin in den USA, aber das war nicht als Länderauswahl aufgeführt"
28,"Soy una mujer de 40 años que tiene órganos reproductivos infantiles y nunca he tenido la menstruación. Los médicos me han examinado, pero todos dicen que solo tengo órganos reproductivos femeninos infantiles. Cuando intento buscar respuestas en Internet, no puedo encontrar nada. Todas mis partes femeninas son normales, mis órganos nunca maduraron. ¿Podrías darme más información, por favor?","je suis une femme de 40 ans qui a des organes reproducteurs infantiles et je n'ai jamais eu de règles. J'ai demandé à des médecins de me regarder, mais ils disent tous que j'ai juste des organes reproducteurs féminins infantiles. Lorsque j'essaie de chercher des réponses sur Internet, je ne trouve rien. Toutes mes parties féminines sont normales. Mes organes n'ont jamais mûri. Pourriez-vous me donner plus d'informations s'il vous plaît ?",我是一个 40 岁的女人，有幼稚的生殖器官，从未经历过月经。我找过医生检查，但他们都说我的生殖器官只是幼稚的女性器官。我在网上搜索答案时，却找不到任何答案。我所有的女性器官都是正常的，我的器官从未发育成熟。你能给我更多信息吗？,"sono una donna di 40 anni che ha organi riproduttivi infantili e non ho mai avuto il mestruo, ho fatto controllare i dottori ma tutti dicono che ho solo organi riproduttivi femminili infantili quando provo a cercare risposte su internet non riesco a trovare nulla tutte le mie parti femminili sono normali i miei organi non sono mai maturati potresti darmi maggiori informazioni per favore","ich bin eine 40-jährige Frau mit infantilen Geschlechtsorganen und hatte noch nie eine Menstruation. Ich war bei Ärzten, die nachsehen, aber alle sagen, ich hätte nur infantile weibliche Geschlechtsorgane. Wenn ich im Internet nach Antworten suche, kann ich nichts finden. Alle meine weiblichen Teile sind normal, meine Organe sind nie ausgereift. Können Sie mir bitte mehr Informationen geben?"
29,"Señor 1, quisiera saber si el estreñimiento severo y la falta de evacuación intestinal también están relacionados con la diabetes en personas mayores. 2. Solicito si puede proporcionar algún documento médico relacionado con mi consulta.",Monsieur 1 je souhaite savoir si la constipation sévère et le transit intestinal sont également liés au diabète chez les personnes âgées 2 je demande si vous pouvez fournir un document médical associé à ma requête,先生 1 我想知道严重便秘和排便不畅是否也与老年人糖尿病有关 2 您是否可以提供与我的问题相关的医学文件,signore 1 vorrei sapere se la grave stitichezza con mancata evacuazione intestinale è correlata anche al diabete nelle persone anziane 2 chiedo se può fornire qualsiasi documento medico associato alla mia richiesta,"Sir 1, ich möchte wissen, ob schwere Verstopfung oder mangelnde Darmentleerung auch mit Diabetes bei älteren Menschen zusammenhängt. 2 Ich bitte Sie, mir ein medizinisches Dokument zu meiner Anfrage zukommen zu lassen."
30,¿La balsalazida es un esteroide? Lo he estado tomando durante casi 2 años. Su información indica que llevo 68 semanas. ¿Esto dañará mis otros órganos? Estaba tomando Asacol antes de tomar balsalazida 750 mg cada uno x9 por día. ¿Es esto seguro? Parece que no puedo perder peso sin importar cuánto lo intente. Hago ejercicio 56 días a la semana durante 30 minutos y cuido lo que como.,"le balsalazide est-il un stéroïde ? Je le prends depuis près de 2 ans maintenant. Vos informations indiquent 68 semaines. Cela causera-t-il des dommages à mes autres organes ? J'étais sous asacol avant le balsalazide 750 mg chacun x 9 par jour. Est-ce sans danger ? Je n'arrive pas à perdre du poids, peu importe mes efforts, je fais de l'exercice 56 jours par semaine pendant 30 minutes. Surveillez ce que je mange.",巴柳氮是类固醇吗？我已经服用了快两年了，你的信息说已经服用了68周，这会对我的其他器官造成损害吗？在服用巴柳氮之前，我服用的是阿沙可，每天9粒，每次750毫克，这样安全吗？不管我怎么努力，我似乎​​都减不掉任何体重，我每周锻炼56天，每次30分钟，注意饮食,"il balsalazide è uno steroide? Lo assumo da quasi 2 anni ormai, le tue informazioni dicono 68 settimane, questo danneggerà gli altri miei organi. Prendevo asacol prima del balsalazide 750 mg ciascuno x9 al giorno, è sicuro? Non riesco a perdere peso, non importa quanto ci provi, faccio esercizio 56 giorni a settimana per 30 minuti, sto attento a cosa mangio","Ist Balsalazid ein Steroid? Ich nehme es jetzt seit fast 2 Jahren. Ihre Informationen besagen, dass es 68 Wochen dauert. Wird es meinen anderen Organen schaden? Ich habe vor Balsalazid jeweils 750 mg x9 pro Tag Asacol genommen. Ist das sicher? Ich scheine kein Gewicht zu verlieren, egal wie sehr ich es versuche. Ich trainiere 56 Tage die Woche 30 Minuten lang. Achten Sie auf meine Ernährung."
31,"Hola, tengo algunas preguntas sobre los trastornos autónomos combinados con la artritis, mi novia tiene artritis y trastorno autónomo. Estoy realmente preocupado por ella y quiero ayudarla si hay medicamentos nuevos para el tratamiento del trastorno autónomo. También su trastorno autónomo afecta su corazón su corazón. los pulmones y la presión arterial es esta condición fatal ¿cuánto tiempo vive alguien con esta condición?","Bonjour, j'ai quelques questions sur les troubles autonomes associés à l'arthrite. Ma petite amie souffre d'arthrite et de troubles autonomes. Je suis très inquiet pour elle et je veux l'aider. Existe-t-il de nouveaux médicaments pour le traitement des troubles autonomes ? Son trouble autonome affecte-t-il également son cœur, ses poumons et sa tension artérielle ? Cette maladie est-elle mortelle ? Combien de temps quelqu'un vit-il avec cette maladie ?",你好，我有几个关于自主神经紊乱和关节炎的问题，我的女朋友患有关节炎和自主神经紊乱，我真的很担心她，想帮助她，有没有新的药物可以治疗自主神经紊乱，她的自主神经紊乱也会影响她的心肺和血压，这种疾病会致命吗，患有这种疾病的人能活多久,"ciao, ho alcune domande sui disturbi autonomici combinati con l'artrite, la mia ragazza ha l'artrite e il disturbo autonomico, sono molto preoccupato per lei e voglio aiutarla, ci sono nuovi farmaci in circolazione per il trattamento del disturbo autonomico? Inoltre, il disturbo autonomico ha effetti sul suo cuore, sui polmoni e sulla pressione sanguigna? Questa condizione è fatale? Quanto tempo vive una persona con questa condizione?","hallo, ich habe ein paar Fragen zu autonomen Störungen in Kombination mit Arthritis. Meine Freundin hat Arthritis und eine autonome Störung. Ich mache mir große Sorgen um sie und möchte ihr helfen. Gibt es neue Medikamente zur Behandlung der autonomen Störung? Ihre autonome Störung wirkt sich auch auf ihr Herz, ihre Lunge und ihren Blutdruck aus. Ist dieser Zustand tödlich? Wie lange lebt jemand mit diesem Zustand?"
